TroubleTicketing_4-Feb-2026_12-43-47Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709298","1012750","ZTFA021","ST,SM(PG)","Unknown,Metro","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","STC,Salam","","Door Alarm","General","03-Jul-2021 12:01:55","21-Jan-2026 17:28:49","03-Jul-2021 12:01","21-Jan-2026 17:28","21-Jan-2026 16:34:48","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:48","","1663 Day(s) 05:27:51","39917","STC-No      ","No","-1663 Day(s) 00:27:51      ","-1663 Day(s) 00:27:51","Closed","Standard","Resolved","Critical","First Escalation","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1663 Day(s) 05:27:51","1","","","","","21.27264","40.42402","","","","value","value","value","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:54","","","P0","","","","","","39917.47","","",
"TT00709427","1000135","ZBR153","ST,ZN,MB,BR(PG)","Unknown,Metro","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","27-Jan-2026 11:27","","27-Jan-2026 11:27:19","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","27-Jan-2026 11:27:19","","8 Day(s) 01:18:00","193","STC-No      ","No","-7 Day(s) 20:18:00      ","-7 Day(s) 20:18:00","","Standard","Assign","Critical","First Escalation","10","27-Jan-2026 11:28:12","30","27-Jan-2026 11:28:12","","","","","reassigned","","","Incident","Manual","8 Day(s) 01:18:00","1","","","","","26.02618","42.59135","","","","","","","","Metro","","1","","","","","Outage","27-Jan-2026 11:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708953","1002820","ZAR987","ST(PG)","Metro","Classic","ZAR987","Grid","Central","Qassim","Ericsson-PV","SubUrban","Ericsson","","","Aclowvoltage","HO - AC power supply","11-Dec-2025 16:52:14","","11-Dec-2025 16:52","","11-Dec-2025 17:08:12","System","STC","","TWL-EM-CENTER ","Parent","","","11-Dec-2025 17:08:12","","54 Day(s) 19:52:47","1316","STC-No      ","","-54 Day(s) 19:44:46      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Aclowvoltage","Aclowvoltage","Incident","Auto","54 Day(s) 19:52:47","1","","","","","25.89773","43.49961","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709009","1009408","Udhailiyah-GOSP12","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:15:38","RTTS","STC","","TWL_South ","Child","","","12-Dec-2025 16:15:38","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","In Progress","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","987 Day(s) 22:24:00","1","","","","","29.136408","44.334312","","","","","","","","Metro","TT00709010","1","","","RTTS448","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","F93R015","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709178","1000013","ZKH957","ST(PG)","Metro","Classic","ZKH957","Hybrid","South","Asir","Ericsson-PV","Urban","Ericsson","STC","","-48v Power Too High Alarm","AC Meter","12-Jan-2026 10:38:16","","12-Jan-2026 10:38","","12-Jan-2026 10:40:22","System","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","22-Jan-2026 16:43:31","","23 Day(s) 02:07:01","554","STC-No      ","No","-22 Day(s) 21:07:00      ","-22 Day(s) 21:07:00","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","-48v Power Too High Alarm,Acu Fault (Itc)","","Incident","Auto","23 Day(s) 02:07:01","1","","","","","18.30081","42.761299","","","","","","","","Metro","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709652","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","02-Feb-2026 12:55:14","RTTS","STC","","TWL_South ","Parent","","","02-Feb-2026 12:55:15","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS915","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZWJ022","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709744","1000191","Z51005","ST","Major Remote","Classic","Z51005","Dual Generator","East","Jouf","Huawei-PV","Rural","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 11:39:00","03-Feb-2026 16:48:42","13-Jan-2026 11:39","03-Feb-2026 16:48","03-Feb-2026 15:36:33","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","03-Feb-2026 15:36:33","","21 Day(s) 05:09:42","509","STC-No      ","No","-21 Day(s) 00:09:42      ","-21 Day(s) 00:09:42","Closed","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 05:09:42","1","","","","","30.0086","39.159142","","","","value","value","value","Action Taken","Major Remote","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:12","","","P0","","","","","","509.17","","",
"TT00708961","1005592","ZAB907","ST(PG)","Metro","Titanium","ZAB907","Grid","South","Asir","Ericsson-PV","Urban","Ericsson","","","Door Alarm","General","11-Dec-2025 18:03:02","11-Dec-2025 18:06:47","11-Dec-2025 18:03","11-Dec-2025 18:06","11-Dec-2025 18:04:36","System","STC","29-Dec-2025 16:32:13","TWL-EM-SOUTH Hesham Abdelrady Eissa","Parent","","567912898","11-Dec-2025 18:04:36","System","00:03:45","0","STC-Yes      ","Yes","04:56:15      ","04:56:15","Closed","Standard","Closed","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","00:03:45","1","","","","","18.23132","42.50631","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","###:19","","","P0","","","","","","00.07","","",
"TT00709188","1000032","ZRN006","ST(PG)","Remote","Classic","ZRN006","Grid","Central","Riyadh District","Ericsson-PV","SubUrban","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:50","","12-Jan-2026 11:50:55","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:50:56","","23 Day(s) 00:55:01","553","STC-No      ","No","-22 Day(s) 17:55:00      ","-22 Day(s) 17:55:00","","Standard","Assign","Critical","Third Escalation","10","12-Jan-2026 15:10:52","30","12-Jan-2026 15:10:52","","","","","reassigned","","","Incident","Manual","23 Day(s) 00:55:01","1","","","","","25.57176","47.16692","","","","","","","","Remote","","1","","","","","Outage","12-Jan-2026 11:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709248","1000010","ZMD138","ST","Remote","Classic","ZMD138","Hybrid","West","Madinah","Ericsson-PV","Unknown","Nokia","STC","","Door Alarm","General","21-Jan-2026 14:18:23","21-Jan-2026 14:22:25","21-Jan-2026 14:18","21-Jan-2026 14:22","21-Jan-2026 14:19:37","System","STC","","TWL-EM-WEST Mohammed Asker","Parent","","583689591","21-Jan-2026 14:19:37","","00:04:26","0","STC-Yes      ","Yes","06:55:34      ","06:55:34","Closed","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","Door Alarm","","Incident","Auto","00:04:26","1","","","","","24.63842","40.31034","","","","value","value","value","Action Taken","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","","","","","00.07","","",
"TT00709405","1000012","ZRF016","ST(PG)","Metro","Classic","ZRF016","Hybrid","East","Northern Borders","Ericsson-PV","Urban","Ericsson","","","Door Alarm(Critical)","General","25-Jan-2026 13:07:38","25-Jan-2026 13:21:26","25-Jan-2026 13:07","25-Jan-2026 13:21","25-Jan-2026 13:09:18","System","","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","25-Jan-2026 13:09:18","","00:13:48","0","-      ","Yes","      ","04:46:12","Closed","Standard","Resolved","Critical","First Escalation","","","","","","","","","Atheeb Not associated with site.","Acu Fault (Itc),Door Alarm(Critical)","","Incident","Auto","00:13:48","1","","","","","29.62158","43.52804","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","00:12","","","P0","","","","","","00.23","","",
"TT00709647","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","02-Feb-2026 12:20:06","RTTS","STC","","TWL_South ","Parent","","","02-Feb-2026 12:20:06","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS911","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZWJ022","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709791","1000135","ZBR153","ST,ZN,MB,BR(PG)","Metro,Unknown","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 10:48","04-Feb-2026 10:49","04-Feb-2026 10:48:57","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","04-Feb-2026 10:55:01","3rd Escalation ","Parent","","","04-Feb-2026 10:48:57","Super Admin  - 9898976789(superadmin)","00:00:59","0","STC-Yes      ","Yes","04:59:00      ","04:59:00","","Standard","Closed","Critical","Assignment","10","04-Feb-2026 10:50:15","30","04-Feb-2026 10:50:15","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Closed","","","Incident","Manual","00:00:59","1","","","","","26.02618","42.59135","","","","value","valuevalue","value","Action Taken","Metro","","1","","","","","Outage","04-Feb-2026 10:47","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","","","","","00.02","","",
"TT00708997","1014007","ZHA067","ST(PG)","Remote","Classic","ZHA067","Grid","Central","Hail","Ericsson-PV","Rural","In-House","STC","","Acu Fault (Itc)","General","","","12-Dec-2025 12:47","","12-Dec-2025 12:47:55","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 12:47:55","","53 Day(s) 23:58:01","1296","STC-No      ","No","-53 Day(s) 16:58:00      ","-53 Day(s) 16:58:00","","Standard","Assign","Critical","Second Escalation","","","","","","","","","","","","Incident","Manual","53 Day(s) 23:58:01","1","","","","","26.126","41.3828","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709002","1000004","ZRI238","ST,MB(PG)","Unknown,Metro","Silver","ZRI238","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","Mobily,STC","","Acu Fault (Stc)","General","","","12-Dec-2025 15:57","","12-Dec-2025 15:57:43","Super Admin  - 9898976789(superadmin)","Mobily,STC","","Field User ","Parent","","","12-Dec-2025 15:57:43","","53 Day(s) 20:48:01","1293","STC-No      ","No","-53 Day(s) 15:48:00      ","-53 Day(s) 15:48:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","53 Day(s) 20:48:01","1","","","","","24.58003","46.77692","","","","","","","","Metro","","1","","","","","Outage","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709003","1000004","Udhailiyah-GOSP12","ST,MB(PG)","Metro,Unknown","Silver","ZRI238","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 15:58:15","RTTS","STC","","TWL_South ","Parent","","","12-Dec-2025 15:58:15","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","987 Day(s) 22:24:00","1","","","","","24.58003","46.77692","","","","","","","","Metro","","1","","","RTTS444","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRI238","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709204","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:18","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:37:18","","21 Day(s) 22:11:01","526","STC-No      ","No","-21 Day(s) 17:11:00      ","-21 Day(s) 17:11:00","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709213","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:27","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:27","","21 Day(s) 22:11:01","526","STC-No      ","No","-19 Day(s) 22:11:00      ","-19 Day(s) 22:11:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709257","1000014","ZRU086","ST(PG)","Metro","Classic","ZRU086","Hybrid","Central","Riyadh City","Unknown","Urban","Ericsson","STC","","Door Alarm","General","21-Jan-2026 15:48:00","21-Jan-2026 15:57:21","21-Jan-2026 15:48","21-Jan-2026 15:57","21-Jan-2026 15:48:09","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","21-Jan-2026 15:48:09","","00:09:22","0","STC-Yes      ","Yes","04:50:38      ","04:50:38","Closed","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:09:22","1","","","","","24.84104","46.68206","","","","value","value","value","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:09","","","P0","","","","","","00.15","","",
"TT00709275","1001084","ZKF989","ST(PG)","Metro","Classic","ZKF989","Grid","East","Jubail","Huawei-PV","Urban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 03:16:39","","03-Jul-2021 03:16","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-EAST MOHAMMAD IRSHAD","Parent","","556819748","21-Jan-2026 16:34:42","","1677 Day(s) 09:29:01","40257","STC-No      ","No","-1677 Day(s) 04:29:00      ","-1677 Day(s) 04:29:00","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","Door Alarm","","Incident","Auto","1677 Day(s) 09:29:01","1","","","","","28.42868","48.49497","","","","","","","","Metro","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709289","1009151","ZJZ461","ST(PG)","Remote","Classic","ZJZ461","Grid","South","Jizan","Huawei-PV","SubUrban","Huawei","","","Door Alarm","General","03-Jul-2021 08:57:55","","03-Jul-2021 08:57","","21-Jan-2026 16:34:46","System","STC","","TWL-EM-SOUTH Hassan Mansou OsmanSuliman","Parent","","577143343","21-Jan-2026 16:34:46","","1677 Day(s) 03:47:06","40252","STC-No      ","No","-1676 Day(s) 20:47:05      ","-1676 Day(s) 20:47:05","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1677 Day(s) 03:47:06","1","","","","","16.66685","42.93676","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709290","1007162","ZMD602","ST,MB(PG)","Metro,Unknown","Classic","ZMD602","Grid","West","Madinah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 10:42:59","","03-Jul-2021 10:42","","21-Jan-2026 16:34:46","System","Mobily,STC","","TWL-EM-WEST Daudi Islam nourAllah","Parent","","572483147","21-Jan-2026 16:34:46","","1677 Day(s) 02:02:02","40250","STC-No      ","No","-1676 Day(s) 21:02:01      ","-1676 Day(s) 21:02:01","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1677 Day(s) 02:02:02","1","","","","","24.50397","39.61921","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
